ROWID,COMPID,SUB,LEAD01,LEAD02,LEAD03,LEAD04,LEAD05,LEAD06,LEAD07,LEAD08,LEAD09,LEAD10,LEAD11,TSIG01,TSIG02,TSIG03,HOSTIL01,HOSTIL02,HOSTIL03,HOSTIL04,HOSTIL05,LEAD,TSIG,HOSTILE,GLEAD,GTSIG,GHOSTILE
676,21,676,3,3,3,3,3,3,2,4,2,2,3,1,3,3,1,0,1,1,0,2.818181818,2.333333333,.6,2.981132075,2.540880503,1.245283019
677,21,677,2,2,3,2,3,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2.636363636,2.666666667,0,2.981132075,2.540880503,1.245283019
678,21,678,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,2.981132075,2.540880503,1.245283019
679,21,679,1,2,1,2,2,2,1,4,1,4,1,1,1,1,0,1,0,2,0,1.909090909,1,.6,2.981132075,2.540880503,1.245283019
680,21,680,4,4,4,1,5,5,3,5,4,4,3,1,3,4,2,0,3,0,0,3.818181818,2.666666667,1,2.981132075,2.540880503,1.245283019
681,21,681,2,2,1,2,2,3,1,4,1,3,2,1,3,2,2,0,1,1,1,2.090909091,2,1,2.981132075,2.540880503,1.245283019
682,21,682,2,3,3,3,4,4,5,4,3,3,1,1,3,1,2,1,1,0,0,3.181818182,1.666666667,.8,2.981132075,2.540880503,1.245283019
683,21,683,4,3,4,2,3,3,3,4,3,2,4,2,4,4,4,2,0,0,0,3.181818182,3.333333333,1.2,2.981132075,2.540880503,1.245283019
684,21,684,4,4,5,2,5,3,4,4,4,4,4,4,4,4,4,0,2,0,0,3.909090909,4,1.2,2.981132075,2.540880503,1.245283019
685,21,685,2,2,3,3,3,4,5,3,3,3,5,4,4,3,4,3,2,4,2,3.272727273,3.666666667,3,2.981132075,2.540880503,1.245283019
686,21,686,4,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,1,1,2,3,3,1.4,2.981132075,2.540880503,1.245283019
687,21,687,2,2,2,1,1,1,2,3,2,3,1,1,4,4,2,2,2,2,0,1.818181818,3,1.6,2.981132075,2.540880503,1.245283019
688,21,688,5,5,1,3,2,3,2,4,1,4,3,1,2,2,3,0,1,0,0,3,1.666666667,.8,2.981132075,2.540880503,1.245283019
689,21,689,1,1,1,1,1,4,1,3,1,1,1,1,1,1,2,2,4,4,1,1.454545455,1,2.6,2.981132075,2.540880503,1.245283019
690,21,690,3,4,3,2,3,4,2,4,3,2,3,2,3,3,2,1,3,1,1,3,2.666666667,1.6,2.981132075,2.540880503,1.245283019
691,21,691,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,0,2.981132075,2.540880503,1.245283019
692,21,692,4,4,4,4,4,5,4,5,4,5,4,4,5,4,0,0,0,0,0,4.272727273,4.333333333,0,2.981132075,2.540880503,1.245283019
693,22,693,3,4,4,2,3,3,3,3,2,3,3,2,3,2,2,2,1,0,1,3,2.333333333,1.2,3.083636364,2.906666667,1.432
694,22,694,4,3,3,2,4,3,3,3,4,3,2,3,3,3,3,2,4,4,2,3.090909091,3,3,3.083636364,2.906666667,1.432
695,22,695,4,3,3,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,3.083636364,2.906666667,1.432
696,22,696,4,2,3,2,4,3,4,3,2,2,3,2,3,3,2,2,1,3,1,2.909090909,2.666666667,1.8,3.083636364,2.906666667,1.432
697,22,697,4,5,3,3,5,5,3,2,4,5,4,3,5,5,3,1,3,3,0,3.909090909,4.333333333,2,3.083636364,2.906666667,1.432
698,22,698,4,4,2,1,4,4,2,4,3,4,2,1,4,4,1,0,1,1,0,3.090909091,3,.6,3.083636364,2.906666667,1.432
699,22,699,4,3,4,3,4,3,3,3,3,3,4,1,3,1,4,4,2,4,4,3.363636364,1.666666667,3.6,3.083636364,2.906666667,1.432
700,22,700,2,2,4,1,4,2,5,4,2,1,4,3,4,5,4,3,1,3,1,2.818181818,4,2.4,3.083636364,2.906666667,1.432
701,22,701,4,4,4,2,4,4,2,4,3,3,4,4,4,3,2,1,2,1,1,3.454545455,3.666666667,1.4,3.083636364,2.906666667,1.432
702,22,702,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2.363636364,2,1.4,3.083636364,2.906666667,1.432
703,22,703,1,1,1,1,1,3,1,4,1,1,1,1,1,1,0,0,0,0,0,1.454545455,1,0,3.083636364,2.906666667,1.432
704,22,704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,0,3,3,.4,3.083636364,2.906666667,1.432
705,22,705,3,4,4,2,4,4,3,4,3,4,3,1,4,4,2,0,1,1,1,3.454545455,3,1,3.083636364,2.906666667,1.432
706,22,706,1,1,3,5,3,5,3,5,3,5,4,4,4,2,0,0,0,0,0,3.454545455,3.333333333,0,3.083636364,2.906666667,1.432
707,22,707,1,1,1,1,2,2,5,5,5,5,5,3,5,5,4,2,4,4,4,3,4.333333333,3.6,3.083636364,2.906666667,1.432
708,22,708,3,3,2,2,4,4,2,3,2,3,3,1,2,1,4,2,4,4,3,2.818181818,1.333333333,3.4,3.083636364,2.906666667,1.432
709,22,709,4,4,2,2,3,3,4,1,2,2,1,4,2,4,0,0,0,0,0,2.545454545,3.333333333,0,3.083636364,2.906666667,1.432
710,22,710,2,4,4,4,4,5,4,4,2,2,4,3,4,3,1,1,1,1,0,3.545454545,3.333333333,.8,3.083636364,2.906666667,1.432
711,22,711,2,2,1,2,2,4,2,3,3,3,2,3,3,3,2,2,1,0,1,2.363636364,3,1.2,3.083636364,2.906666667,1.432
712,22,712,5,5,4,5,5,5,4,4,4,4,4,2,4,3,1,0,0,0,0,4.454545455,3,.2,3.083636364,2.906666667,1.432
713,22,713,4,4,4,2,4,4,4,4,3,3,4,1,4,4,2,0,2,2,1,3.636363636,3,1.4,3.083636364,2.906666667,1.432
714,22,714,4,4,4,4,4,4,4,4,4,4,4,1,4,4,0,0,2,2,0,4,3,.8,3.083636364,2.906666667,1.432
715,22,715,3,3,3,1,4,4,2,1,1,1,1,1,1,4,3,0,3,0,0,2.181818182,2,1.2,3.083636364,2.906666667,1.432
716,22,716,5,5,4,4,4,4,4,5,4,5,4,1,5,5,4,3,1,1,0,4.363636364,3.666666667,1.8,3.083636364,2.906666667,1.432
717,22,717,2,2,1,2,2,2,2,3,1,2,1,1,4,3,4,1,4,4,0,1.818181818,2.666666667,2.6,3.083636364,2.906666667,1.432
718,23,718,3,4,1,1,1,4,1,4,1,3,1,2,3,3,1,1,0,0,1,2.181818182,2.666666667,.6,3.207070707,3.320987654,.666666667
719,23,719,4,4,2,2,3,3,2,4,4,4,1,2,4,2,0,0,1,1,1,3,2.666666667,.6,3.207070707,3.320987654,.666666667
720,23,720,3,5,2,4,4,4,4,4,2,2,4,4,4,4,0,0,1,0,0,3.454545455,4,.2,3.207070707,3.320987654,.666666667
721,23,721,1,2,2,2,3,3,2,2,2,2,2,1,1,3,1,1,2,1,1,2.090909091,1.666666667,1.2,3.207070707,3.320987654,.666666667
722,23,722,2,1,2,2,3,3,3,4,3,3,2,1,2,2,3,2,2,1,1,2.545454545,1.666666667,1.8,3.207070707,3.320987654,.666666667
723,23,723,2,2,2,2,3,3,3,4,2,3,4,3,3,3,0,0,0,0,0,2.727272727,3,0,3.207070707,3.320987654,.666666667
724,23,724,4,4,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3.727272727,4,2,3.207070707,3.320987654,.666666667
725,23,725,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,3.207070707,3.320987654,.666666667
726,23,726,3,2,1,1,1,1,2,2,1,2,2,1,2,1,3,1,4,2,1,1.636363636,1.333333333,2.2,3.207070707,3.320987654,.666666667
727,23,727,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0,0,0,0,4.181818182,4,0,3.207070707,3.320987654,.666666667
728,23,728,2,2,3,2,4,4,3,3,2,2,2,3,3,3,1,1,3,1,2,2.636363636,3,1.6,3.207070707,3.320987654,.666666667
729,23,729,3,3,4,4,3,4,3,4,2,4,3,3,3,4,2,2,0,0,0,3.363636364,3.333333333,.8,3.207070707,3.320987654,.666666667
730,23,730,4,4,4,3,4,4,4,4,4,4,4,3,4,3,1,0,0,0,0,3.909090909,3.333333333,.2,3.207070707,3.320987654,.666666667
731,23,731,3,3,2,2,2,4,2,5,4,4,3,2,4,2,1,0,1,0,0,3.090909091,2.666666667,.4,3.207070707,3.320987654,.666666667
732,23,732,4,5,3,3,3,3,1,1,1,1,2,1,3,4,3,0,3,0,1,2.454545455,2.666666667,1.4,3.207070707,3.320987654,.666666667
733,23,733,2,2,4,5,4,4,4,4,3,4,4,1,4,5,1,0,1,0,0,3.636363636,3.333333333,.4,3.207070707,3.320987654,.666666667
734,23,734,4,4,2,4,4,4,4,4,3,3,4,4,4,4,1,1,0,0,0,3.636363636,4,.4,3.207070707,3.320987654,.666666667
735,23,735,3,3,2,2,1,2,2,2,1,1,4,2,2,2,1,0,0,0,0,2.090909091,2,.2,3.207070707,3.320987654,.666666667
736,23,736,4,4,4,5,5,5,4,4,4,4,4,2,3,3,1,1,0,0,0,4.272727273,2.666666667,.4,3.207070707,3.320987654,.666666667
737,23,737,3,3,2,2,3,4,1,4,1,4,2,2,3,3,1,0,0,0,0,2.636363636,2.666666667,.2,3.207070707,3.320987654,.666666667
738,23,738,2,4,2,2,2,4,4,5,5,5,4,5,5,5,3,0,2,0,4,3.545454545,5,1.8,3.207070707,3.320987654,.666666667
739,23,739,3,3,3,3,3,3,4,4,3,3,3,3,3,4,1,0,1,1,0,3.181818182,3.333333333,.6,3.207070707,3.320987654,.666666667
740,23,740,4,4,5,1,4,4,3,2,2,2,4,2,3,4,0,0,0,0,0,3.181818182,3,0,3.207070707,3.320987654,.666666667
741,23,741,4,4,2,1,3,3,3,2,3,2,2,1,3,3,2,1,1,0,1,2.636363636,2.333333333,1,3.207070707,3.320987654,.666666667
742,23,742,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,3.207070707,3.320987654,.666666667
743,23,743,4,4,4,4,4,4,4,4,4,4,4,4,5,5,0,0,0,0,0,4,4.666666667,0,3.207070707,3.320987654,.666666667
744,23,744,4,4,4,2,4,4,3,3,3,3,4,2,4,4,0,0,3,0,0,3.454545455,3.333333333,.6,3.207070707,3.320987654,.666666667
745,23,745,5,5,3,4,4,5,4,3,4,4,4,4,3,3,0,0,0,0,0,4.090909091,3.333333333,0,3.207070707,3.320987654,.666666667
746,23,746,5,4,3,3,4,4,4,3,4,3,4,4,5,4,3,2,1,3,0,3.727272727,4.333333333,1.8,3.207070707,3.320987654,.666666667
747,23,747,3,2,3,1,3,3,3,3,2,2,2,3,4,3,1,0,0,0,0,2.454545455,3.333333333,.2,3.207070707,3.320987654,.666666667
748,23,748,2,2,2,4,3,3,3,4,3,4,3,3,4,3,4,0,4,3,2,3,3.333333333,2.6,3.207070707,3.320987654,.666666667
749,23,749,2,2,3,1,3,3,2,2,2,2,1,3,1,3,4,4,2,2,2,2.090909091,2.333333333,2.8,3.207070707,3.320987654,.666666667
750,23,750,4,4,2,3,5,3,4,4,4,4,4,4,4,4,0,0,0,2,0,3.727272727,4,.4,3.207070707,3.320987654,.666666667
751,23,751,3,3,4,3,4,3,4,3,3,3,3,4,3,3,0,0,0,0,0,3.272727273,3.333333333,0,3.207070707,3.320987654,.666666667
752,23,752,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,3.207070707,3.320987654,.666666667
753,23,753,5,5,4,4,5,5,4,5,4,4,4,1,4,4,2,0,1,0,0,4.454545455,3,.6,3.207070707,3.320987654,.666666667
754,23,754,2,2,2,4,3,3,4,4,3,3,4,2,2,4,0,0,0,0,0,3.090909091,2.666666667,0,3.207070707,3.320987654,.666666667
755,23,755,3,3,1,1,3,3,2,5,2,4,3,2,4,3,1,0,0,0,0,2.727272727,3,.2,3.207070707,3.320987654,.666666667
756,23,756,5,1,1,1,1,1,5,1,1,1,1,5,5,5,0,0,0,0,0,1.727272727,5,0,3.207070707,3.320987654,.666666667
757,23,757,5,5,4,4,4,4,5,5,5,5,5,2,5,4,0,0,0,0,0,4.636363636,3.666666667,0,3.207070707,3.320987654,.666666667
758,23,758,3,4,4,4,3,4,5,5,3,4,4,5,5,4,2,0,0,1,0,3.909090909,4.666666667,.6,3.207070707,3.320987654,.666666667
759,23,759,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,3.207070707,3.320987654,.666666667
760,23,760,4,4,4,4,4,4,4,4,3,4,4,2,3,4,0,0,1,1,0,3.909090909,3,.4,3.207070707,3.320987654,.666666667
761,23,761,3,3,2,2,3,3,3,3,2,3,3,3,4,4,1,0,0,0,1,2.727272727,3.666666667,.4,3.207070707,3.320987654,.666666667
762,23,762,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,0,0,0,0,4.090909091,4,.2,3.207070707,3.320987654,.666666667
763,23,763,4,4,5,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4.181818182,4,1,3.207070707,3.320987654,.666666667
764,23,764,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,4,4,.6,3.207070707,3.320987654,.666666667
765,23,765,5,5,4,5,5,5,5,4,5,4,5,5,4,4,0,0,0,0,0,4.727272727,4.333333333,0,3.207070707,3.320987654,.666666667
766,23,766,4,4,4,2,4,4,4,4,4,4,3,2,4,4,1,0,0,0,0,3.727272727,3.333333333,.2,3.207070707,3.320987654,.666666667
767,23,767,4,4,2,2,4,4,4,2,4,2,4,5,4,4,1,0,1,0,1,3.272727273,4.333333333,.6,3.207070707,3.320987654,.666666667
768,23,768,3,2,2,3,4,3,4,3,4,3,4,4,4,4,0,0,0,0,0,3.181818182,4,0,3.207070707,3.320987654,.666666667
769,23,769,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,2,2.818181818,2,3,3.207070707,3.320987654,.666666667
770,23,770,2,2,2,2,3,3,2,2,2,2,2,4,4,4,1,0,2,1,2,2.181818182,4,1.2,3.207070707,3.320987654,.666666667
771,23,771,3,1,1,1,1,1,1,1,1,1,1,4,3,3,1,0,1,1,0,1.181818182,3.333333333,.6,3.207070707,3.320987654,.666666667
772,24,772,4,4,4,4,3,3,3,3,3,3,3,4,4,3,0,0,1,0,0,3.363636364,3.666666667,.2,2.810810811,2.918918919,.902702703
773,24,773,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,0,1,1.333333333,3.2,2.810810811,2.918918919,.902702703
774,24,774,1,4,1,1,4,5,1,4,1,4,2,4,4,1,1,0,0,0,0,2.545454545,3,.2,2.810810811,2.918918919,.902702703
775,24,775,3,3,1,4,2,4,4,5,2,4,4,3,4,4,3,0,2,1,0,3.272727273,3.666666667,1.2,2.810810811,2.918918919,.902702703
776,24,776,4,5,2,4,3,5,2,4,2,4,3,4,3,4,0,0,0,0,0,3.454545455,3.666666667,0,2.810810811,2.918918919,.902702703
777,24,777,3,3,3,4,3,3,4,3,3,2,3,2,3,3,1,0,0,0,1,3.090909091,2.666666667,.4,2.810810811,2.918918919,.902702703
778,24,778,4,4,2,4,3,4,4,4,4,3,2,3,3,3,1,1,2,1,0,3.454545455,3,1,2.810810811,2.918918919,.902702703
779,24,779,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,1,1.090909091,1,2.6,2.810810811,2.918918919,.902702703
780,24,780,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,1,1,1,3,1.181818182,2,1.8,2.810810811,2.918918919,.902702703
781,24,781,3,3,1,2,2,2,1,1,2,1,2,2,3,3,4,1,0,1,1,1.818181818,2.666666667,1.4,2.810810811,2.918918919,.902702703
782,24,782,4,4,3,4,3,4,3,3,3,3,3,3,4,4,0,0,0,0,0,3.363636364,3.666666667,0,2.810810811,2.918918919,.902702703
783,24,783,5,5,4,5,4,5,4,5,5,5,4,4,4,4,0,0,0,0,0,4.636363636,4,0,2.810810811,2.918918919,.902702703
784,24,784,3,3,3,3,3,4,3,3,2,3,2,3,3,3,4,2,3,3,2,2.909090909,3,2.8,2.810810811,2.918918919,.902702703
785,24,785,4,4,4,4,4,4,4,3,4,4,5,4,4,4,0,0,0,0,0,4,4,0,2.810810811,2.918918919,.902702703
786,24,786,1,3,1,4,2,3,1,1,1,1,1,2,4,3,3,1,3,1,1,1.727272727,3,1.8,2.810810811,2.918918919,.902702703
787,24,787,1,3,2,2,2,2,2,2,2,3,1,3,1,2,1,1,0,1,0,2,2,.6,2.810810811,2.918918919,.902702703
788,24,788,3,3,3,2,3,3,3,3,4,4,3,5,4,4,0,0,0,0,0,3.090909091,4.333333333,0,2.810810811,2.918918919,.902702703
789,24,789,5,5,4,5,4,5,2,4,2,4,3,3,3,3,2,2,0,0,0,3.909090909,3,.8,2.810810811,2.918918919,.902702703
790,24,790,4,4,1,2,2,4,3,3,2,4,4,4,4,4,1,0,1,0,0,3,4,.4,2.810810811,2.918918919,.902702703
791,24,791,3,3,1,2,2,3,3,3,2,3,1,2,2,3,0,0,0,0,0,2.363636364,2.333333333,0,2.810810811,2.918918919,.902702703
792,24,792,2,3,3,2,3,3,3,4,2,3,3,2,3,3,1,0,0,1,0,2.818181818,2.666666667,.4,2.810810811,2.918918919,.902702703
793,24,793,2,4,2,3,2,3,1,3,2,2,2,3,3,3,0,0,0,0,0,2.363636364,3,0,2.810810811,2.918918919,.902702703
794,24,794,4,4,4,4,4,5,4,4,4,4,4,3,3,4,2,0,2,2,1,4.090909091,3.333333333,1.4,2.810810811,2.918918919,.902702703
795,24,795,4,3,3,4,4,4,4,4,4,4,4,2,3,3,2,0,0,0,0,3.818181818,2.666666667,.4,2.810810811,2.918918919,.902702703
796,24,796,4,4,3,4,3,4,4,3,3,4,4,4,3,4,3,2,2,2,2,3.636363636,3.666666667,2.2,2.810810811,2.918918919,.902702703
797,24,797,4,4,2,3,4,4,4,4,4,2,4,2,4,3,1,0,0,0,0,3.545454545,3,.2,2.810810811,2.918918919,.902702703
798,24,798,4,4,3,4,4,4,4,4,4,4,3,2,4,4,2,1,1,1,0,3.818181818,3.333333333,1,2.810810811,2.918918919,.902702703
799,24,799,4,5,1,2,3,4,4,4,4,4,3,4,4,3,1,1,1,1,1,3.454545455,3.666666667,1,2.810810811,2.918918919,.902702703
800,24,800,5,5,2,1,3,4,4,3,1,1,1,2,3,2,2,0,3,1,0,2.727272727,2.333333333,1.2,2.810810811,2.918918919,.902702703
801,24,801,1,3,1,1,1,3,1,3,1,3,1,1,1,1,0,0,0,0,0,1.727272727,1,0,2.810810811,2.918918919,.902702703
802,24,802,3,3,1,1,1,2,2,2,2,2,2,4,3,4,3,3,4,4,2,1.909090909,3.666666667,3.2,2.810810811,2.918918919,.902702703
803,24,803,2,2,1,3,1,3,1,3,1,3,2,2,3,3,1,0,2,0,0,2,2.666666667,.6,2.810810811,2.918918919,.902702703
804,24,804,4,4,4,4,4,4,4,2,4,4,4,4,4,4,0,0,0,0,0,3.818181818,4,0,2.810810811,2.918918919,.902702703
805,24,805,2,2,2,1,2,4,1,1,1,3,2,3,3,3,1,0,0,0,0,1.909090909,3,.2,2.810810811,2.918918919,.902702703
806,24,806,4,4,3,4,4,4,5,4,5,5,5,3,3,3,1,0,0,0,0,4.272727273,3,.2,2.810810811,2.918918919,.902702703
807,24,807,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,2,4,2,0,1,2,1.6,2.810810811,2.918918919,.902702703
808,24,808,3,1,2,1,3,4,1,2,1,1,1,1,1,1,3,0,4,0,0,1.818181818,1,1.4,2.810810811,2.918918919,.902702703
809,25,809,2,2,2,3,2,3,2,3,3,3,2,4,4,4,0,0,0,0,0,2.454545455,4,0,2.44345898,2.552845528,1.463414634
810,25,810,2,3,2,4,3,3,4,4,4,4,3,1,3,2,4,1,4,3,1,3.272727273,2,2.6,2.44345898,2.552845528,1.463414634
811,25,811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,4,4,0,1,1,2.4,2.44345898,2.552845528,1.463414634
812,25,812,2,2,2,1,2,2,2,2,1,1,1,2,3,1,2,2,2,0,2,1.636363636,2,1.6,2.44345898,2.552845528,1.463414634
813,25,813,2,1,1,1,1,1,2,1,2,2,2,1,2,2,4,3,4,4,3,1.454545455,1.666666667,3.6,2.44345898,2.552845528,1.463414634
814,25,814,2,2,2,2,2,2,2,4,3,4,2,1,2,4,3,1,4,4,1,2.454545455,2.333333333,2.6,2.44345898,2.552845528,1.463414634
815,25,815,3,3,3,5,3,3,4,4,3,3,4,1,3,3,4,1,1,0,1,3.454545455,2.333333333,1.4,2.44345898,2.552845528,1.463414634
816,25,816,5,3,2,1,2,2,4,3,4,4,4,3,4,3,4,3,4,4,3,3.090909091,3.333333333,3.6,2.44345898,2.552845528,1.463414634
817,25,817,2,2,1,2,2,2,2,2,1,1,2,2,3,2,1,0,1,0,1,1.727272727,2.333333333,.6,2.44345898,2.552845528,1.463414634
818,25,818,4,4,2,2,4,3,1,1,1,1,1,4,3,3,2,0,2,2,1,2.181818182,3.333333333,1.4,2.44345898,2.552845528,1.463414634
819,25,819,3,3,3,3,2,4,2,3,1,3,3,2,3,3,2,2,1,1,0,2.727272727,2.666666667,1.2,2.44345898,2.552845528,1.463414634
820,25,820,1,3,1,1,1,3,1,4,2,2,2,1,3,3,4,3,3,3,3,1.909090909,2.333333333,3.2,2.44345898,2.552845528,1.463414634
821,25,821,3,4,3,2,3,3,2,3,3,4,2,2,4,4,0,0,0,0,0,2.909090909,3.333333333,0,2.44345898,2.552845528,1.463414634
822,25,822,4,2,1,1,3,4,3,4,4,3,3,3,4,3,1,0,0,0,2,2.909090909,3.333333333,.6,2.44345898,2.552845528,1.463414634
823,25,823,1,3,1,2,4,4,2,2,2,2,2,1,5,1,1,0,0,1,1,2.272727273,2.333333333,.6,2.44345898,2.552845528,1.463414634
824,25,824,4,4,1,1,3,3,2,4,2,4,1,1,4,4,2,0,0,1,0,2.636363636,3,.6,2.44345898,2.552845528,1.463414634
825,25,825,3,3,2,3,2,3,1,1,1,1,1,4,4,3,2,0,0,0,1,1.909090909,3.666666667,.6,2.44345898,2.552845528,1.463414634
826,25,826,4,4,3,3,3,3,2,2,2,2,2,2,2,3,1,0,1,0,0,2.727272727,2.333333333,.4,2.44345898,2.552845528,1.463414634
827,25,827,3,4,2,4,2,4,1,3,1,4,2,2,2,2,4,0,4,4,0,2.727272727,2,2.4,2.44345898,2.552845528,1.463414634
828,25,828,4,4,3,1,2,3,2,3,1,3,2,3,3,4,1,0,1,1,1,2.545454545,3.333333333,.8,2.44345898,2.552845528,1.463414634
829,25,829,2,1,1,1,3,2,3,2,4,2,1,2,2,2,4,4,4,4,2,2,2,3.6,2.44345898,2.552845528,1.463414634
830,25,830,3,4,3,3,3,3,3,3,3,4,3,2,4,4,2,1,3,3,2,3.181818182,3.333333333,2.2,2.44345898,2.552845528,1.463414634
831,25,831,1,1,1,1,1,3,3,3,1,1,1,1,1,1,0,0,4,4,0,1.545454545,1,1.6,2.44345898,2.552845528,1.463414634
832,25,832,2,2,2,4,4,4,2,4,2,2,4,1,4,4,3,1,1,2,2,2.909090909,3,1.8,2.44345898,2.552845528,1.463414634
833,25,833,1,2,1,1,3,3,2,3,3,4,4,1,4,3,1,0,0,0,0,2.454545455,2.666666667,.2,2.44345898,2.552845528,1.463414634
834,25,834,2,2,2,1,1,1,2,2,2,2,1,2,2,1,4,3,2,1,1,1.636363636,1.666666667,2.2,2.44345898,2.552845528,1.463414634
835,25,835,3,3,3,4,3,3,3,4,3,4,3,3,4,4,2,0,2,1,1,3.272727273,3.666666667,1.2,2.44345898,2.552845528,1.463414634
836,25,836,1,2,1,2,2,3,2,3,2,2,2,1,4,4,1,0,3,0,1,2,3,1,2.44345898,2.552845528,1.463414634
837,25,837,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,2,2,0,2.44345898,2.552845528,1.463414634
838,25,838,4,4,1,3,3,3,3,4,4,3,2,4,4,4,2,0,1,1,0,3.090909091,4,.8,2.44345898,2.552845528,1.463414634
839,25,839,2,4,2,4,2,4,3,4,2,4,2,2,2,3,2,1,0,0,0,3,2.333333333,.6,2.44345898,2.552845528,1.463414634
840,25,840,4,4,1,3,3,3,1,3,1,4,2,1,2,1,1,0,0,1,0,2.636363636,1.333333333,.4,2.44345898,2.552845528,1.463414634
841,25,841,4,4,3,3,4,4,3,4,3,3,3,3,3,2,4,2,1,1,1,3.454545455,2.666666667,1.8,2.44345898,2.552845528,1.463414634
842,25,842,3,4,2,1,2,4,2,3,2,4,2,1,3,3,0,0,0,0,0,2.636363636,2.333333333,0,2.44345898,2.552845528,1.463414634
843,25,843,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,1.090909091,1,4,2.44345898,2.552845528,1.463414634
844,25,844,2,3,3,2,2,4,3,4,3,3,3,1,3,3,3,2,4,4,2,2.909090909,2.333333333,3,2.44345898,2.552845528,1.463414634
845,25,845,1,2,1,4,2,4,1,1,2,2,3,4,2,4,0,0,0,0,0,2.090909091,3.333333333,0,2.44345898,2.552845528,1.463414634
846,25,846,1,4,1,1,1,4,1,3,1,3,1,1,3,3,4,2,4,3,2,1.909090909,2.333333333,3,2.44345898,2.552845528,1.463414634
847,25,847,2,4,1,3,2,4,1,2,1,1,2,2,3,3,0,0,0,0,0,2.090909091,2.666666667,0,2.44345898,2.552845528,1.463414634
848,25,848,2,4,3,4,4,5,3,3,3,4,1,1,4,3,0,1,4,3,1,3.272727273,2.666666667,1.8,2.44345898,2.552845528,1.463414634
849,25,849,2,2,3,4,4,4,2,4,2,4,2,2,3,3,1,0,1,1,0,3,2.666666667,.6,2.44345898,2.552845528,1.463414634
850,26,850,3,4,2,5,2,5,3,4,5,5,5,2,1,2,1,0,2,1,0,3.909090909,1.666666667,.8,3.034632035,2.634920635,1.142857143
851,26,851,4,2,2,2,3,4,4,4,2,3,2,2,3,2,4,1,2,3,1,2.909090909,2.333333333,2.2,3.034632035,2.634920635,1.142857143
852,26,852,4,4,4,3,4,5,4,4,4,5,4,2,4,5,2,0,2,1,0,4.090909091,3.666666667,1,3.034632035,2.634920635,1.142857143
853,26,853,2,2,1,1,1,2,3,3,1,1,2,2,4,3,1,1,0,0,1,1.727272727,3,.6,3.034632035,2.634920635,1.142857143
854,26,854,4,1,1,1,5,1,4,1,5,1,1,4,4,4,4,4,4,4,4,2.272727273,4,4,3.034632035,2.634920635,1.142857143
855,26,855,2,2,1,4,1,2,4,2,4,2,2,1,3,3,1,0,0,0,0,2.363636364,2.333333333,.2,3.034632035,2.634920635,1.142857143
856,26,856,2,2,1,2,3,2,4,4,3,4,1,2,1,2,2,0,1,1,0,2.545454545,1.666666667,.8,3.034632035,2.634920635,1.142857143
857,26,857,2,4,1,2,2,4,3,3,2,2,2,2,2,1,1,0,0,0,0,2.454545455,1.666666667,.2,3.034632035,2.634920635,1.142857143
858,26,858,4,2,2,2,4,2,4,4,4,2,2,1,3,2,1,0,1,0,1,2.909090909,2,.6,3.034632035,2.634920635,1.142857143
859,26,859,1,4,2,2,3,4,2,3,2,3,2,4,2,4,1,0,0,0,0,2.545454545,3.333333333,.2,3.034632035,2.634920635,1.142857143
860,26,860,4,4,2,1,4,4,3,4,3,4,3,3,2,1,1,0,2,1,1,3.272727273,2,1,3.034632035,2.634920635,1.142857143
861,26,861,4,4,2,3,3,4,4,3,3,3,2,1,1,1,3,1,2,3,0,3.181818182,1,1.8,3.034632035,2.634920635,1.142857143
862,26,862,5,5,4,1,5,5,5,5,5,5,3,1,5,3,0,3,3,3,3,4.363636364,3,2.4,3.034632035,2.634920635,1.142857143
